i========0
0,0,
0,1,
0,2,
0,3,
0,4,
0,5,
0 0 0.0	0.6648110935039903
0 0 0.01	0.6723703078636449
0 0 0.02	0.6798608543487673
0 0 0.03	0.687280916046528
0 0 0.04	0.6946288365787425
0 0 0.05	0.7019031120391064
0 0 0.06	0.7091023832815908
0 0 0.07	0.7162254285455285
0 0 0.08	0.7232711564035148
0 0 0.09	0.7302385990187957
0 1 0.1	0.7371269056993593
0 1 0.11	0.7493542109560672
0 1 0.12000000000000001	0.7617950771792823
0 1 0.13	0.7744274081951604
0 1 0.14	0.7872302459535383
0 1 0.15000000000000002	0.800183720521041
0 1 0.16	0.8132690021415316
0 1 0.17	0.8264682552807234
0 1 0.18	0.8397645945750933
0 1 0.19	0.8531420426083959
0 2 0.2	0.8665854894421355
0 2 0.21000000000000002	0.8621767200565397
0 2 0.22	0.8580175641430826
0 2 0.23	0.8540967146013042
0 2 0.24000000000000002	0.8504033377789131
0 2 0.25	0.8469270543117866
0 2 0.26	0.8436579207270468
0 2 0.27	0.8405864117790504
0 2 0.28	0.8377034034893351
0 2 0.29000000000000004	0.8350001568626864
0 3 0.3	0.8324683022525994
0 3 0.31	0.819271940623301
0 3 0.32	0.8069700245395376
0 3 0.32999999999999996	0.7955200170153085
0 3 0.33999999999999997	0.784881196786031
0 3 0.35	0.7750145841860057
0 3 0.36	0.7658828699902301
0 3 0.37	0.757450347103175
0 3 0.38	0.7496828449817714
0 3 0.39	0.7425476666842923
0 4 0.4	0.7360135284410874
0 4 0.41000000000000003	0.7269362979372471
0 4 0.42000000000000004	0.7183239086244667
0 4 0.43000000000000005	0.7101559771001754
0 4 0.44	0.7024129619123433
0 4 0.45	0.6950761297004939
0 4 0.46	0.688127522681091
0 4 0.47000000000000003	0.681549927424259
0 4 0.48000000000000004	0.6753268448708689
0 4 0.49	0.6694424615410433
0 5 0.5	0.6638816218870497
0 5 0.51	0.6553286958583084
0 5 0.52	0.6470648659056556
0 5 0.53	0.639079712596411
0 5 0.54	0.631363206907984
0 5 0.55	0.6239056952789032
0 5 0.56	0.6166978852388941
0 5 0.5700000000000001	0.6097308315954341
0 5 0.58	0.6029959231551054
0 5 0.59	0.5964848699589175
Best estimation	0 2 0.2	0.8665854894421355
