i========1
0,0,
0,1,
0,2,
0,3,
0,4,
0,5,
0,6,
0 0 0.0	0.6463741275133019
0 0 0.01	0.6495726173337896
0 0 0.02	0.6527807184430139
0 0 0.03	0.6559953802856201
0 0 0.04	0.6592137248628747
0 0 0.05	0.6624330389182896
0 0 0.06	0.6656507664504112
0 0 0.07	0.6688645015395324
0 0 0.08	0.6720719814756194
0 0 0.09	0.6752710801752456
0 1 0.1	0.6784598018758141
0 1 0.11	0.6890903138452575
0 1 0.12000000000000001	0.6997862799384692
0 1 0.13	0.7105355838299937
0 1 0.14	0.7213267733816469
0 1 0.15000000000000002	0.7321490308549408
0 1 0.16	0.7429921443656442
0 1 0.17	0.7538464805302983
0 1 0.18	0.7647029582565187
0 1 0.19	0.7755530236308161
0 2 0.2	0.7863886258595302
0 2 0.21000000000000002	0.7997747454730509
0 2 0.22	0.8130040221226672
0 2 0.23	0.8260753181416743
0 2 0.24000000000000002	0.8389876847754182
0 2 0.25	0.8517403519165461
0 2 0.26	0.8643327182993265
0 2 0.27	0.8767643421339129
0 2 0.28	0.8890349321622072
0 2 0.29000000000000004	0.9011443391177111
0 3 0.3	0.9130925475724733
0 3 0.31	0.8990016444736041
0 3 0.32	0.8854463154514303
0 3 0.32999999999999996	0.8724058957436072
0 3 0.33999999999999997	0.8598605242233934
0 3 0.35	0.8477911120201572
0 3 0.36	0.8361793123676822
0 3 0.37	0.8250074916321884
0 3 0.38	0.8142587014738585
0 3 0.39	0.8039166520974713
0 4 0.4	0.7939656865494943
0 4 0.41000000000000003	0.7821254388022727
0 4 0.42000000000000004	0.7707899316879353
0 4 0.43000000000000005	0.7599385725274953
0 4 0.44	0.7495515919635322
0 4 0.45	0.7396100113630231
0 4 0.46	0.7300956115045506
0 4 0.47000000000000003	0.7209909024994021
0 4 0.48000000000000004	0.7122790948980581
0 4 0.49	0.7039440719354719
0 5 0.5	0.6959703628703754
0 5 0.51	0.6883742747322273
0 5 0.52	0.6810764816643868
0 5 0.53	0.6740652784750092
0 5 0.54	0.667329419115122
0 5 0.55	0.6608580986718929
0 5 0.56	0.6546409360680251
0 5 0.5700000000000001	0.6486679574395848
0 5 0.58	0.6429295801656589
0 5 0.59	0.6374165975242845
0 6 0.6	0.6321201639500938
0 6 0.61	0.6275613544444228
0 6 0.62	0.6231883036213299
0 6 0.63	0.6189935890663342
0 6 0.64	0.6149700821486787
0 6 0.65	0.6111109364475173
0 6 0.6599999999999999	0.6074095766329943
0 6 0.6699999999999999	0.6038596877843594
0 6 0.6799999999999999	0.6004552051279596
0 6 0.69	0.5971903041786252
Best estimation	0 3 0.3	0.9130925475724733
