1500	200007
1500	200017
1500	200022
1501	200014
1501	200021
1501	200029
1502	200024
1502	200031
1502	200035
1505	200036
1505	200042
1505	200043
1506	200037
1506	200039
1506	200061
1507	200047
1507	200055
1508	200049
1508	200081
1508	200082
1509	200053
1509	200065
1509	200066
1510	200057
1510	200063
1511	200058
1511	200062
1511	200080
1512	200059
1512	200068
1513	200134
1513	200187
1514	200073
1514	200084
1515	200108
1515	200151
1516	200083
1516	200091
1516	200125
1517	200089
1518	200096
1518	200098
1519	200113
1519	200130
1519	200157
1520	200114
1520	200129
1521	200116
1521	200140
1521	200142
1522	200143
1522	200145
1522	200185
1523	200119
1523	200133
1523	200139
1524	200074
1524	200190
1525	200199
1525	200201
1526	200166
1526	200168
1526	200169
1527	200176
1527	200177
1527	200179
1528	200180
1528	200182
1528	200184
1529	200155
1529	200193
1529	200194
1530	200195
1530	200196
1530	200332
1531	200205
1531	200207
1532	200214
1532	200215
1532	200216
1533	200211
1533	200217
1534	200219
1534	200221
1535	200224
1535	200270
1535	200274
1536	200227
1536	200228
1536	200230
1537	200233
1537	200234
1538	200231
1538	200236
1539	200239
1539	200241
1539	200242
1540	200250
1540	200251
1540	200252
1540	200253
1541	200256
1541	200258
1542	200257
1542	200262
1542	200263
1543	200267
1543	200268
1543	200285
1544	200255
1544	200278
1544	200279
1545	200271
1545	200272
1545	200273
1546	200275
1546	200276
1546	200277
1547	200287
1547	200289
1547	200290
1548	200294
1548	200295
1548	200296
1549	200335
1549	200346
1549	200347
1550	200298
1550	200302
1550	200305
1551	200297
1551	200304
1551	200311
1553	200319
1553	200320
1554	200314
1554	200345
1555	200316
1555	200317
1555	200344
1556	200330
1556	200333
1556	200334
1557	200348
1557	200349
1557	200350
1558	200337
1558	200354
1558	200357
1558	200364
1559	200351
1559	200352
1559	200353
1560	200331
1560	200342
1560	200343
1561	200336
1561	200355
1561	200356
1562	200361
1562	200362
1562	200363
1563	200358
1563	200359
1563	200360
1564	200366
1564	200368
1565	200403
1565	200404
1566	200405
1566	200406
1566	200407
1567	200373
1567	200374
1567	200380
1567	200383
1568	200379
1570	200431
1570	200433
1571	200381
1571	200386
1571	200500
1572	200392
1572	200425
1573	200312
1573	200313
1574	200292
1574	200293
1576	200504
1576	200505
1576	200506
2500	203021
2500	203022
2501	203024
2501	203025
2501	203026
2502	203027
2502	203028
2502	203029
2503	203034
2503	203035
2503	203046
2504	203037
2504	203038
2505	203124
2505	203126
2505	203127
2505	203128
2505	203129
2505	203130
2507	203063
2507	203065
2508	203057
2508	203059
2509	203117
2509	203118
